n_bars,pre_open,pre_close,pre_change_pct,pre_high,pre_low,pre_range_pct,pre_volatility,volume_ratio,sma_slope_pct,staircase_score,vol_concentration,symbol,pump_day,max_gain_pct,timeframe
3,0.06911,0.06986,1.0852264505860232,0.07076,0.06788,4.24278137890396,1.668857448294535,1.0,0,0,0.5632874708824389,AIN_USDT,2026-06-25,37.91970281468783,4h
3,0.07984,0.09518,19.213426853707425,0.09653,0.07713,25.152340204848954,0.8595309996969065,1.0,0,0,0.6852639795489268,AIN_USDT,2026-06-26,21.746431570109152,4h
3,0.04934,0.04929,-0.10133765707337136,0.0546,0.04648,17.469879518072293,0.8417734260732539,1.0,0,0,0.48486215907483066,AIOT_USDT,2026-06-30,29.347162904209895,4h
3,0.0419,0.04009,-4.3198090692124085,0.0491,0.0368,33.42391304347826,1.0906887776245018,1.0,0,0,0.7305162173289848,BAS_USDT,2026-06-25,39.81923048113654,4h
3,0.039906,0.045869,14.94261514559215,0.046572,0.038824,19.956727797238834,0.550700618167389,1.0,0,0,0.6283896848750982,BAS_USDT,2026-06-28,21.078484881563156,4h
3,0.043155,0.046718,8.256285482562864,0.04726,0.041775,13.129862357869548,0.30135605237768837,1.0,0,0,0.5589351682713486,BAS_USDT,2026-06-29,30.356684079815015,4h
3,0.052878,0.044653,-15.554673020916077,0.054996,0.040927,34.37583991008382,0.19937189530676117,1.0,0,0,0.2907928599374657,BAS_USDT,2026-07-01,40.64656331212474,4h
3,1.9158,1.7064,-10.93015972439712,2.056,1.5,37.06666666666667,0.3751674612830411,1.0,0,0,0.5674792856953859,BEAT_USDT,2026-06-25,26.03221083455345,4h
3,1.8896,2.0925,10.73772226926333,2.152,1.8012,19.475904952254066,8.286042884091135,1.0,0,0,0.653937794416424,BEAT_USDT,2026-06-26,26.874940288525856,4h
3,2.7905,2.9106,4.303888192080268,3.0156,2.6573,13.483611184284793,1.5370218766963308,1.0,0,0,0.7201042292967913,BEAT_USDT,2026-07-01,26.21749896822122,4h
