symbol,entry_time,entry_price,stake,amount,score,layers,max_rate,peak_profit_pct,signal_tag,exit_time,exit_price,exit_reason,profit_pct,net_profit_usd,hold_hours
VELVET_USDT,2026-06-30 05:00:00+00:00,1.756,1.0,0.5683371298405467,723.9892392173608,"(np.True_, np.True_, np.True_)",1.756,0.0,v4_l111,2026-06-30 06:15:00+00:00,1.60699,stoploss,-8.485763097949892,-0.08668791571753998,1.25
ORDI_USDT,2026-06-29 15:00:00+00:00,3.677,1.0,0.27141691596410117,1537.7226207357876,"(np.True_, np.True_, np.True_)",4.346,18.194180038074517,v4_l111,2026-06-30 09:30:00+00:00,3.664,stale_half_day,-0.3535490889311912,-0.005528419907533277,18.5
CHZ_USDT,2026-06-29 21:00:00+00:00,0.019018,1.0,52.47660111473341,1044.5777959141474,"(np.True_, np.True_, np.True_)",0.019408,2.0506888211168444,v4_l111,2026-06-30 10:30:00+00:00,0.01899,stale_half_day,-0.14722894100326137,-0.0034693448312125286,13.5
HMSTR_USDT,2026-06-29 23:00:00+00:00,0.0001912,1.0,5219.665271966527,725.1052121505063,"(np.True_, np.True_, np.True_)",0.000195,1.9874476987447611,v4_l111,2026-06-30 11:00:00+00:00,0.0001889,stale_half_day,-1.202928870292888,-0.014005230125523016,12.0
MAGMA_USDT,2026-06-30 09:00:00+00:00,0.47058,1.0,2.120787113774491,335.21754183109186,"(np.True_, np.True_, np.True_)",0.47058,0.0,v4_l111,2026-06-30 12:15:00+00:00,0.43279,stoploss,-8.030515534021845,-0.08214454502953794,3.25
PYTH_USDT,2026-06-29 03:00:00+00:00,0.03503,1.0,28.489865829289183,726.0704156187519,"(np.True_, np.True_, np.True_)",0.03771,7.650585212674856,v4_l111,2026-06-30 12:20:00+00:00,0.03537,stale_dud,0.9705966314587499,0.0076865543819584214,33.333333333333336
XLM_USDT,2026-06-30 03:00:00+00:00,0.18314,1.0,5.449382985694005,303.07463713619813,"(np.True_, np.True_, np.True_)",0.18738,2.3151687233810168,v4_l111,2026-06-30 15:00:00+00:00,0.17931,stale_half_day,-2.0912962760729497,-0.022871136835208028,12.0
KGEN_USDT,2026-06-30 07:00:00+00:00,0.21855,1.0,4.566460764127202,1188.9277365923706,"(np.True_, np.True_, np.True_)",0.22904,4.799816975520476,v4_l111,2026-06-30 15:00:00+00:00,0.20114,dud_early,-7.966140471288026,-0.08150208190345454,8.0
H_USDT,2026-06-29 17:00:00+00:00,0.06691,1.0,14.915558212524287,1687.7475104052137,"(np.True_, np.True_, np.True_)",0.0926,38.394858765505916,v4_l111,2026-06-30 17:30:00+00:00,0.08316,pullback_exit,24.286354804961892,0.24037782095351967,24.5
INIT_USDT,2026-06-30 11:00:00+00:00,0.0563,1.0,17.72646536412078,444.9873332844711,"(np.True_, np.True_, np.True_)",0.0563,0.0,v4_l111,2026-06-30 19:00:00+00:00,0.05264,dud_early,-6.500888099467146,-0.0668788632326821,8.0
FARTCOIN_USDT,2026-06-29 01:00:00+00:00,0.13334,1.0,7.484625768711565,365.5169708319826,"(np.True_, np.True_, np.True_)",0.14605,9.532023398830079,v4_l111,2026-07-01 01:00:00+00:00,0.13653,medium_2d,2.392380380980971,0.021875956202190183,48.0
ZAMA_USDT,2026-06-30 14:00:00+00:00,0.03387,1.0,29.465603779155597,365.1364279213311,"(np.True_, np.True_, np.True_)",0.03436,1.446708001180999,v4_l111,2026-07-01 02:00:00+00:00,0.03309,stale_half_day,-2.3029229406554355,-0.024983170947741273,12.0
BIO_USDT,2026-06-30 18:00:00+00:00,0.03058,1.0,32.63570961412688,1357.9052809693524,"(np.True_, np.True_, np.True_)",0.03118,1.9620667102681486,v4_l111,2026-07-01 06:00:00+00:00,0.03031,stale_half_day,-0.8829300196206652,-0.01081164159581427,12.0
ARC_USDT,2026-06-30 20:00:00+00:00,0.08649,1.0,11.538906231934329,75.12936795811322,"(np.True_, np.False_, np.True_)",0.08687,0.4393571511157421,v4_l101,2026-07-01 08:00:00+00:00,0.08606,stale_half_day,-0.4971673025783325,-0.006961729679731743,12.0
HOME_USDT,2026-06-30 23:00:00+00:00,0.01794,1.0,55.6298773690078,470.3700705334929,"(np.True_, np.True_, np.True_)",0.01798,0.2229654403567356,v4_l111,2026-07-01 11:00:00+00:00,0.01736,stale_half_day,-3.232998885172802,-0.03426532887402456,12.0
SPCX_USDT,2026-06-30 16:00:00+00:00,152.0,1.0,0.006565789473684211,378.9229197345918,"(np.True_, np.True_, np.True_)",156.11,2.7039473684210615,v4_l111,2026-07-01 13:05:00+00:00,151.71,stale_half_day,-0.1907894736842053,-0.003904078947368328,21.083333333333332
BAN_USDT,2026-07-01 03:00:00+00:00,0.07502,1.0,13.303119168221807,615.1777600893614,"(np.True_, np.True_, np.True_)",0.07674,2.2927219408157815,v4_l111,2026-07-01 16:40:00+00:00,0.07284,stale_half_day,-2.9058917621967493,-0.031000799786723543,13.666666666666666
JTO_USDT,2026-07-01 05:00:00+00:00,0.7949,1.0,1.255503836960624,1405.9291092318817,"(np.True_, np.True_, np.True_)",0.8116,2.100893194112459,v4_l111,2026-07-01 17:00:00+00:00,0.7821,stale_half_day,-1.6102654421939908,-0.018070449113096076,12.0
IOTA_USDT,2026-07-01 09:00:00+00:00,0.03821,1.0,26.118817063595916,851.1110137615359,"(np.True_, np.True_, np.True_)",0.03883,1.6226118817063662,v4_l111,2026-07-01 21:00:00+00:00,0.03715,stale_half_day,-2.7741428945302236,-0.029685946087411597,12.0
HOME_USDT,2026-07-01 13:00:00+00:00,0.01756,1.0,56.83371298405467,92.79218930994384,"(np.True_, np.True_, np.False_)",0.01756,0.0,v4_l110,2026-07-01 21:10:00+00:00,0.01668,dud_early,-5.011389521640084,-0.052013667425968024,8.166666666666666
EPIC_USDT,2026-07-01 11:00:00+00:00,0.4668,1.0,2.13796058269066,1431.2225565659066,"(np.True_, np.True_, np.True_)",0.5267,12.832047986289622,v4_l111,2026-07-01 23:05:00+00:00,0.4663,stale_half_day,-0.10711225364181672,-0.00306898029134528,12.083333333333334
XLM_USDT,2026-07-01 01:00:00+00:00,0.19362,1.0,5.154426195640947,623.3956708925689,"(np.True_, np.True_, np.True_)",0.20728,7.05505629583721,v4_l111,2026-07-02 00:25:00+00:00,0.193,stale_half_day,-0.32021485383740406,-0.005195744241297318,23.416666666666668
