n_bars,pre_open,pre_close,pre_change_pct,pre_high,pre_low,pre_range_pct,pre_volatility,volume_ratio,sma_slope_pct,staircase_score,vol_concentration,symbol,pump_day,max_gain_pct,timeframe
72,0.06913,0.07252,4.90380442644294,0.07252,0.06788,6.83559222156748,0.8842111633329414,5.829773388611723,3.350399494095752,0.2,0.3410244310214648,AIN_USDT,2026-06-25,37.91970281468783,5m
72,0.08783,0.0967,10.099054992599326,0.1,0.08501,17.633219621221034,3.0423459439886433,2.216863063854593,10.524555704184984,0.2,0.13729454084317794,AIN_USDT,2026-06-26,21.746431570109152,5m
72,0.04985,0.04849,-2.728184553660983,0.04985,0.04648,7.2504302925989625,0.8072328926493675,0.39602128568939615,-2.4902384663080475,0.2,0.01048904428574876,AIOT_USDT,2026-06-30,29.347162904209895,5m
72,0.031643,0.032997,4.278987453781251,0.033063,0.030945,6.844401357246734,1.2497973487292695,4.6724796476790385,2.1575511648979817,0.2,0.1309432002556025,BAS_USDT,2026-06-24,54.55318077371022,5m
72,0.03937,0.041827,6.240792481584965,0.041915,0.039345,6.531960859067233,2.546966213442348,0.7562142830060407,2.042182861075114,0.2,0.037726548679376276,BAS_USDT,2026-06-25,39.81923048113654,5m
72,0.043453,0.047945,10.337606149172677,0.047988,0.042218,13.667156189303151,2.6796609166053353,1.4140734840114093,7.980945514272543,0.2,0.05226781980612051,BAS_USDT,2026-06-28,21.078484881563156,5m
72,0.044421,0.048711,9.657594381035985,0.048826,0.044352,10.08748196248196,1.8487855618289737,1.1820360821881495,6.236141087425716,0.2,0.03336707644145561,BAS_USDT,2026-06-29,30.356684079815015,5m
72,0.043163,0.046349,7.3813219655723685,0.046728,0.043088,8.447827701448194,2.5204531025909875,1.4854683281783563,5.678267653606841,0.2,0.03704690774041377,BAS_USDT,2026-07-01,40.64656331212474,5m
72,1.6825,1.6829,0.02377414561663928,1.7615,1.6485,6.854716408856536,2.699163960800011,0.4770304306054885,-1.4725216933999408,0.2,0.034839345030167806,BEAT_USDT,2026-06-25,26.03221083455345,5m
72,1.9014,2.1631,13.763542652782162,2.19,1.8012,21.585609593604264,3.076425743878373,0.8943689448113549,13.152875325323535,0.2,0.04822342116031235,BEAT_USDT,2026-06-26,26.874940288525856,5m
72,2.8944,3.0044,3.80044223327805,3.0138,2.8492,5.777060227432249,1.9805078635671736,1.4334147406534408,2.053993652549041,0.2,0.02494655568944085,BEAT_USDT,2026-07-01,26.21749896822122,5m
72,0.2734,0.2854,4.389173372348212,0.2854,0.2724,4.772393538913367,1.2717694047074246,3.0506642896290175,-0.13496086135019358,0.2,0.24826887442039852,COAI_USDT,2026-06-29,20.058565153733536,5m
72,0.36308,0.37921,4.442547097058493,0.38,0.358,6.14525139664805,1.2964646038729577,0.9746048784207455,0.9249012403339822,0.2,0.02845683018879134,DN_USDT,2026-06-26,24.471074380165295,5m
72,0.29551,0.29291,-0.8798348617644043,0.30996,0.27679,11.983814444163459,4.3492956437336785,1.0036065932100666,-0.15374730368534034,0.2,0.02724312088108261,DN_USDT,2026-06-28,82.70012369676624,5m
72,0.29425,0.27377,-6.960067969413764,0.29949,0.26363,13.602397299245157,3.529041647628267,0.6660298607182727,-3.489149065977168,0.2,0.022243726989366105,DN_USDT,2026-07-01,30.235203463838857,5m
72,0.17828,0.18692,4.846309176576177,0.18723,0.17651,6.073310294034337,1.4479934963814165,1.1019570840433572,3.096875540574039,0.2,0.011329704909538794,DYDX_USDT,2026-07-01,36.21705771155344,5m
72,0.4254,0.443,4.137282557592855,0.4437,0.4107,8.035062089116137,2.032175405674501,0.4720973658651462,-1.054261135388295,0.2,0.031231504517645368,EPIC_USDT,2026-07-01,25.802644003777164,5m
72,0.03391,0.03575,5.426127985844867,0.0385,0.0335,14.925373134328348,4.112075817869521,4.366855466084346,3.2399970343276463,0.2,0.03417342798543853,ESPORTS_USDT,2026-06-25,21.682940838598512,5m
72,0.03157,0.03078,-2.5023756731073883,0.03472,0.03052,13.761467889908266,3.2896630060840297,0.7708962488001122,-1.8257239484252725,0.2,0.022960136273231634,ESPORTS_USDT,2026-06-26,110.01615508885301,5m
72,0.05625,0.058,3.111111111111114,0.06111,0.0505,21.009900990099,8.161474883228435,1.335570925137854,2.596757440274581,0.2,0.021832912125686173,ESPORTS_USDT,2026-06-27,42.09787756533942,5m
72,0.02216,0.02313,4.3772563176895405,0.02314,0.02191,5.613874942948435,1.0178464660724102,0.5062269394934741,3.928128406570693,0.2,0.003771106028903703,FUN_USDT,2026-07-01,21.27949183303085,5m
72,0.13398,0.13377,-0.15673981191221675,0.13625,0.13078,4.182596727328339,1.3807348491590388,0.5502961630354399,-1.6435729308425215,0.2,0.10575345293176697,GWEI_USDT,2026-06-28,29.8201301186376,5m
72,0.16237,0.17036,4.920859764734881,0.17046,0.15248,11.791710388247637,2.454492541726924,0.9592643447159619,1.6291873488771518,0.2,0.04610362161611502,GWEI_USDT,2026-06-29,52.17312348668279,5m
72,0.06833,0.06473,-5.268549685350513,0.07128,0.05002,42.502998800479794,9.920865612032596,0.8891117388705863,-3.868969565271684,0.2,0.028307648848700493,H_USDT,2026-06-25,27.71587743732592,5m
72,0.05954,0.06441,8.179375209942883,0.06452,0.05904,9.281842818428169,2.79688213731703,2.1122319777330616,3.837252809689463,0.2,0.09659401216354395,H_USDT,2026-06-29,24.44624090541632,5m
72,0.07528,0.07486,-0.5579171094580283,0.07541,0.06707,12.434769643655882,3.453093124386689,0.34020502895420923,4.778902631201963,0.2,0.019114367221700557,H_USDT,2026-06-30,29.170135997779624,5m
72,0.007859,0.008238,4.822496500827088,0.008238,0.007825,5.277955271565498,1.1263545146385912,1.8671194577508974,3.5056308334481034,0.2,0.02703685501519556,HFT_USDT,2026-07-01,32.17059197963083,5m
72,0.03435,0.03591,4.5414847161572025,0.03656,0.03398,7.592701589170097,1.688170589581224,1.1808700076316458,4.347297231547706,0.2,0.0,HIGH_USDT,2026-06-29,31.82339449541284,5m
27,0.0002571,0.0002441,-5.0563982886036625,0.0002579,0.0002428,6.2191103789126805,2.7945957479701624,6.806214513009296,-2.61310194078293,0.2,0.05826063742204872,HOOLI_USDT,2026-06-24,38.81758070789576,5m
72,0.0002273,0.0002219,-2.3757149142102927,0.0002357,0.0002005,17.556109725685793,4.25960503184727,2.288676364569573,-4.644120973331882,0.2,0.17419612402399415,HOOLI_USDT,2026-06-25,29.90654205607476,5m
72,0.3192,0.338,5.889724310776955,0.3408,0.3041,12.068398553107535,2.441161318806889,13.624358350254774,2.022752713924976,0.2,0.06334105535329547,IP_USDT,2026-06-25,20.640243902439018,5m
72,0.6955,0.7295,4.888569374550687,0.7334,0.6812,7.662947739283621,1.877208310507005,0.7908547417723354,4.357157416399906,0.2,0.03599317658618289,JTO_USDT,2026-06-26,26.667620956198114,5m
72,0.17793,0.18882,6.120384420839646,0.18882,0.17733,6.479445102351549,1.2871234565440706,2.2275829595494514,4.086957741605122,0.2,0.03192136188628536,KGEN_USDT,2026-06-27,27.97299540700569,5m
68,14.597,15.208,4.185791601013912,15.239,13.584,12.183451118963495,3.3204039500598546,0.6017295718348834,5.1510130519461645,0.2,0.03005658764552843,LAB_USDT,2026-06-24,45.44084400904296,5m
72,16.348,16.926,3.5356006850990913,17.048,15.684,8.696761030349395,2.583968412280056,1.4973566263832208,1.8254848627594065,0.2,0.017752895791858424,LAB_USDT,2026-06-25,22.277593207825756,5m
72,0.41859,0.42569,1.6961704770778079,0.42621,0.41032,3.872587248976399,1.081673236788971,0.78171423621638,0.13367284514606936,0.2,0.0778598862365696,MAGMA_USDT,2026-06-26,79.82645905146796,5m
72,0.001001,0.00103,2.8971028971029136,0.001038,0.0009941,4.416054722864918,1.1216232864123625,0.9868892057922468,2.0270831602558803,0.2,0.027791159642561025,MANA3_USDT,2026-06-26,26.144697720515364,5m
72,0.001006,0.00098,-2.5844930417495013,0.0012728,0.0009163,38.90647167958092,12.026559744307612,1.042120435007199,4.6614798874358465,0.2,0.059996969811324984,MANA3_USDT,2026-06-27,81.34503520767427,5m
72,0.08345,0.08741,4.745356500898748,0.0878,0.08345,5.2127022168963535,1.8194915813181536,0.4189660483093708,3.363639949510884,0.2,0.0,MANTA_USDT,2026-06-28,88.80960875252704,5m
72,0.08008,0.08267,3.234265734265728,0.08289,0.07866,5.3775743707093975,1.6534143027683104,0.9086700265213372,1.0734557945667467,0.2,0.1224238910861006,MYX_USDT,2026-06-27,45.13118062563066,5m
72,3.221,3.368,4.563800062092511,3.368,3.188,5.646173149309903,1.1273713143210995,0.949536742049339,3.3407457206391933,0.2,0.05118455014653208,ORDI_USDT,2026-06-29,35.74759092322039,5m
72,0.669,0.6912,3.318385650224215,0.6912,0.6634,4.190533614712097,1.3856420166812176,1.171615929034517,1.3260173754000688,0.2,0.027018522463642072,PIEVERSE_USDT,2026-06-27,29.360993337371283,5m
72,0.018558,0.01879,1.2501347127923244,0.019152,0.018274,4.804640472802892,1.180715468710813,0.28172344603965105,1.0409974166011455,0.2,0.0,QAIT_USDT,2026-06-26,35.003173931443065,5m
72,0.010815,0.011284,4.336569579288032,0.01129,0.010592,6.58987915407854,1.081345940142731,1.357581700275216,3.047141064706962,0.2,0.022731138981425297,QAIT_USDT,2026-06-28,20.693179706374277,5m
72,0.008354,0.008612,3.088340914531955,0.009295,0.008342,11.424118916327007,1.8816638789461935,0.05498112672175181,1.407620021232267,0.2,0.0032144211407307745,QAIT_USDT,2026-07-01,21.557377049180314,5m
72,0.05728,0.06191,8.083100558659222,0.06191,0.05728,8.083100558659222,1.511318587620418,0.5786137926378829,5.49405851419275,0.2,0.03657191101293167,RIF_USDT,2026-06-28,37.29828647479623,5m
72,0.0739,0.0773,4.600811907983762,0.0776,0.07254,6.975461814171505,1.2875941107631592,7.578607825721097,5.271222100256159,0.2,0.040294996503274214,RIF_USDT,2026-06-30,28.606191699337586,5m
72,0.0928,0.09532,2.7155172413793194,0.096,0.08565,12.084063047285461,2.682124445291459,0.6814899098519414,3.4584559572065987,0.2,0.08388210948937502,RIF_USDT,2026-07-01,30.763342082239724,5m
